report_id,duplicate_of,observed_winner,predicted_winner,winner_match,observed_turns,observed_turns_min,observed_turns_max,predicted_turns,turn_error,turn_match,observed_attacker_survivors,predicted_attacker_survivors,attacker_survivor_error,observed_defender_survivors,predicted_defender_survivors,defender_survivor_error,survivor_match
NanoMart_1v1_T3InfvT1Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,126,126,126,138,12,False,1,1,0,0,0,0,True
NanoMart_1v1_T3InfvT3Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,266,265,267,184,-81,False,1,1,0,0,0,0,True
NanoMart_1v1_T4InfvT1Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,96,96,96,102,6,False,1,1,0,0,0,0,True
NanoMart_1v1_T5InfvT1Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,80,79,81,81,0,True,1,1,0,0,0,0,True
NanoMart_1v1_T6InfvT1Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,96,96,96,67,-29,False,1,1,0,0,0,0,True
NanoMart_1v1_T6InfvT6Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,264,264,264,120,-144,False,1,1,0,0,0,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+10D+10H_SeoYoonlvl3_Vulcanus,,defender,defender,True,246,244,246,260,14,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus,,defender,defender,True,242,241,243,260,17,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus,,attacker,defender,False,266,265,267,260,-5,False,1,0,-1,0,1,1,False
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus,,attacker,defender,False,264,262,264,260,-2,False,1,0,-1,0,1,1,False
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus,,defender,defender,True,242,241,243,260,17,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus,,defender,defender,True,270,268,270,260,-8,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D_SeoYoonlvl3_Vulcanus,,attacker,defender,False,264,262,264,260,-2,False,1,0,-1,0,1,1,False
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+10D_SeoYoonlvl3_Vulcanus,,defender,defender,True,242,241,243,260,17,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus,,defender,defender,True,242,241,243,260,17,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D_SeoYoonlvl3_Vulcanus,,defender,defender,True,242,241,243,260,17,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10D_SeoYoonlvl3_Vulcanus,,defender,defender,True,270,268,270,260,-8,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1LanvT1Inf_Att+20_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,72,70,72,91,19,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,,defender,attacker,False,264,262,264,260,-2,False,0,1,1,1,0,-1,False
NanoMart_SetA_1v1_T3InfvT2Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,188,187,189,161,-26,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T4InfvT2Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,144,142,144,118,-24,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T5InfvT1Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,68,67,69,81,12,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T5InfvT2Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,120,118,120,94,-24,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,102,100,102,78,-22,False,1,1,0,0,0,0,True
NanoMart_SetB_1v1_T1InfvT1Inf_NoAttackerHero_Vulcanus,,defender,defender,True,270,268,270,260,-8,False,0,0,0,1,1,0,True
NanoMart_SetB_1v1_T1LanvT1Lan_NoAttackerHero_Vulcanus,,defender,defender,True,30,28,30,36,6,False,0,0,0,1,1,0,True
