report_id,duplicate_of,observed_winner,predicted_winner,winner_match,observed_turns,observed_turns_min,observed_turns_max,predicted_turns,turn_error,turn_match,observed_attacker_survivors,predicted_attacker_survivors,attacker_survivor_error,observed_defender_survivors,predicted_defender_survivors,defender_survivor_error,survivor_match
NanoMart_1v2_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,,defender,defender,True,192,192,192,329,137,False,0,0,0,2,2,0,True
NanoMart_1v2_T1InfvT1Lan_SeoYoonlvl3_Vulcanus,,defender,defender,True,62,61,63,55,-6,False,0,0,0,2,2,0,True
NanoMart_1v2_T1LanvT1Inf_SeoYoonlvl3_Vulcanus,,defender,defender,True,56,55,57,75,18,False,0,0,0,2,2,0,True
NanoMart_1v2_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,,defender,defender,True,20,19,21,55,34,False,0,0,0,2,2,0,True
NanoMart_1v2_T1MMvT1MM_VulcanusVsVulcanus,,defender,defender,True,8,7,9,55,46,False,0,0,0,2,2,0,True
NanoMart_200_NoHero,,attacker,attacker,True,,,,2167,,,4,6,2,0,0,0,False
NanoMart_200_SeoYoonlvl3,,attacker,attacker,True,,,,1632,,,52,40,-12,0,0,0,False
NanoMart_200_Vulcanus,,defender,defender,True,,379,381,1466,1085,False,0,0,0,46,61,15,False
NanoMart_250_NoHero,,attacker,attacker,True,,,,1371,,,109,109,0,0,0,0,True
NanoMart_250_SeoYoonlvl3,,attacker,attacker,True,,,,1221,,,131,124,-7,0,0,0,False
NanoMart_250_Vulcanus,,attacker,attacker,True,,355,357,1610,1253,False,84,68,-16,0,0,0,False
NanoMart_2v1_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,186,186,186,340,154,False,2,2,0,0,0,0,True
NanoMart_2v1_T1InfvT1Lan_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,56,55,57,78,21,False,2,1,-1,0,0,0,False
NanoMart_2v1_T1LanvT1Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,62,61,63,57,-4,False,2,2,0,0,0,0,True
NanoMart_2v1_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,20,19,21,57,36,False,2,2,0,0,0,0,True
NanoMart_2v1_T1LanvT1MM_SeoYoonlvl3_Vulcanus,,defender,attacker,False,6,6,6,52,46,False,0,2,2,1,0,-1,False
NanoMart_2v1_T1MMvT1MM_SeoYoonlvl3_Vulcanus,,defender,attacker,False,8,7,9,57,48,False,0,2,2,1,0,-1,False
NanoMart_300_NoHero,,attacker,attacker,True,,,,1163,,,178,178,0,0,0,0,True
NanoMart_300_SeoYoonlvl3,,attacker,attacker,True,,,,1049,,,196,190,-6,0,0,0,False
NanoMart_300_Vulcanus,,attacker,attacker,True,,295,297,1296,999,False,159,148,-11,0,0,0,False
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+10D+10H_SeoYoonlvl3_Vulcanus,,defender,defender,True,246,244,246,423,177,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus,,defender,defender,True,242,241,243,465,222,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,266,265,267,437,170,False,1,1,0,0,0,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10A+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus,,attacker,defender,False,264,262,264,465,201,False,1,0,-1,0,1,1,False
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10A+20D_SeoYoonlvl3_Vulcanus,,defender,attacker,False,242,241,243,437,194,False,0,1,1,1,0,-1,False
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D+10H_SeoYoonlvl3_Vulcanus,,defender,defender,True,270,268,270,465,195,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Att+10L_Def+10D_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,264,262,264,437,173,False,1,1,0,0,0,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+10D_SeoYoonlvl3_Vulcanus,,defender,defender,True,242,241,243,465,222,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D+10H_SeoYoonlvl3_Vulcanus,,defender,defender,True,242,241,243,465,222,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10A+20D_SeoYoonlvl3_Vulcanus,,defender,defender,True,242,241,243,465,222,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1InfvT1Inf_Def+10D_SeoYoonlvl3_Vulcanus,,defender,defender,True,270,268,270,465,195,False,0,0,0,1,1,0,True
NanoMart_Exp4_1v1_T1LanvT1Inf_Att+20_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,72,70,72,80,8,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,,defender,attacker,False,264,262,264,465,201,False,0,1,1,1,0,-1,False
NanoMart_SetA_1v1_T3InfvT2Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,188,187,189,108,-79,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T4InfvT2Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,144,142,144,80,-62,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T5InfvT1Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,68,67,69,80,11,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T5InfvT2Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,120,118,120,80,-38,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,102,100,102,80,-20,False,1,1,0,0,0,0,True
NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus_Duplicate2,NanoMart_SetA_1v1_T6InfvT2Inf_SeoYoonlvl3_Vulcanus,attacker,attacker,True,102,100,102,80,-20,False,1,1,0,0,0,0,True
NanoMart_SetB_1v1_T1InfvT1Inf_NoAttackerHero_Vulcanus,,defender,defender,True,270,268,270,465,195,False,0,0,0,1,1,0,True
NanoMart_SetB_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,NanoMart_SetA_1v1_T1InfvT1Inf_Vulcanus_SeoYoonlvl3,defender,attacker,False,264,262,264,465,201,False,0,1,1,1,0,-1,False
NanoMart_SetB_1v1_T1LanvT1Lan_NoAttackerHero_Vulcanus,,defender,defender,True,30,28,30,78,48,False,0,0,0,1,1,0,True
NanoMart_SetC_1v3_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,,defender,defender,True,156,154,156,269,113,False,0,0,0,3,3,0,True
NanoMart_SetC_1v5_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,,defender,defender,True,120,118,120,208,88,False,0,0,0,5,5,0,True
NanoMart_SetC_2v2_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,,attacker,defender,False,318,316,318,787,469,False,1,0,-1,0,1,1,False
NanoMart_SetC_2v2_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,,attacker,defender,False,36,34,36,132,96,False,1,0,-1,0,1,1,False
NanoMart_SetC_3v1_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,,attacker,attacker,True,152,151,153,278,125,False,3,3,0,0,0,0,True
